id,text,label,label_binary
79,"ACMELIS shall have to offer each intuitive, easy-to-learn and easy-to-use user interface.",NF,NF
80,On-line help shall be provided for each system functions.,F,F
81,ACMELIS shall have to provide each WEB interface only. This shall facilitate its use on multiple platforms only at  each lower cost.,F,F
82,"Users shall be notified of the availability of or the need to return each book, to mention but two examples, via webmail (e-mail).",NF,NF
83,"In view of the above two constraints, note additionally each of which  ACMELIS shall use the TCP/IP communications protocol.",F,F
84,"ACMELIS shall have to be available only at  each times, save in the case of communications network crashes.",NF,NF
85,Users shall be able to use ACMELIS from both the ACME University Intranet and from the Internet.,F,F
86,"On this ground, each robust system user authentication protocol shall have to be defined where the only constraint is each of which  the protocol shall be easily implementable and usable.",NF,NF
87,ACMELIS shall be considered to be independent of each other software system.,F,F
88,"Users shall be able to reserve books, irrespective of whether or not the requested book is on loan.",F,F
89,Users shall not be able to reserve reference works.,F,F
90,"A user shall be able to reserve each number of books. Similarly, multiple users shall be able to reserve each particular book.",F,F
91,"The reservation shall be valid for each copy of each particular book. For example, if there are five copies of Don Quixote, each one of these copies shall be considered to be reserved.",F,F
92,"Reservations are organized in chronological order, where the longeststanding shall take the highest and the newest the lowest priority.",F,F
93,"Users shall be notified only by  e-mail when each reserved book becomes available. Only the user with the oldest reservation shall be notified, save as stated in Req(12).",NF,NF
94,"A reservation shall be valid for two days as of the date when the reserved book becomes available. only after  this period has expired, the reservation shall be cancelled. ACME University Library Information System SRS Page 11",NF,NF
95,"Only the reservations of users each of which  have been notified of the  of each partiular book shall be cancelled. Once each reservation has been cancelled, the next user shall be notified, as specified in Req(06) and Req(07).",F,F
96,Users shall be able to consult their reservations.,F,F
97,Users shall be able to cancel their reservations.,F,F
98,"Users shall be able to extend the validity period of their reservations. If the validity period of each reservation is extended, this reservation becomes the newest of each the reservations.",F,F
99,"If each copies of each reserved book are available, the same number of users shall be notified only at  the same time. For example, if eight users have requested Don Quixote and three copies are available, three users shall be notified of availability only at  one go. 3.1.2 Loan of bibliographical resources",F,F
100,Library users shall be able to borrow books.,F,F
101,The loan period shall be 7 days for students and administrative and support staff and 15 days for faculty.,F,F
102,"If the loan period expires on each non-working day, the loan shall be considered to be due on the next working day.",F,F
103,Users shall not be able to borrow reference works.,F,F
104,Suspended users shall not be able to borrow books.,F,F
105,"In order to borrow each book, the user shall have to be the holder of the longeststanding reservation for the book in question. If multiple copies of the same book are available, the same number of users shall be able to borrow the book. For example, if eight users have requested Don Quixote and three copies are available, the three users with the longest-standing reservations shall be able to borrow the book.",F,F
106,"If each book has not been reserved, each user shall be able to borrow it. ACME University Library Information System SRS Page 12",F,F
107,"Students and administrative and support staff shall have to place each request for each loan only at  the library, and the librarian shall have to enter the data in ACMELIS. Req(21) Faculty shall be able to use ACMELIS to borrow books without having to visit the library in person. To do this, and respecting the constraints set out in Req(16), Req(17), Req(18) and Req(19), they shall enter the loan data in ACMELIS. Req(22) Books borrowed only by  each faculty member according to the specifications in",F,F
108,"Faculty shall be able to use ACMELIS to borrow books without having to visit the library in person. To do this, and respecting the constraints set out in Req(16), Req(17), Req(18) and Req(19), they shall enter the loan data in ACMELIS.",F,F
109,"Books borrowed only by  each faculty member according to the specifications in Req(21) shall be sent to the faculty members office only by  internal mail. For this purpose, the following shall be generated on each daily basis:  § each list of book loans requested only by  each faculty member;  § each list of labels with the name of the faculty member and his or her office.",F,F
110,The library staff shall use the list of book loans to search for the books each of which  have to be sent to the faculty. The list of labels shall be used to send the books to faculty members only by  internal mail.,F,F
111,"Users shall be able to consult their loans, as well as the return date.",F,F
112,Library users shall have to return the books before the loan period expires.,F,F
113,"If each book is returned late, the system shall suspend the user for two days for each day the book is overdue.",F,F
114,Library staff shall be able to access and cancel user suspensions.,F,F
115,ACMELIS shall send each e-mail advising users of the expiry date of each books loan period. The notification shall be issued two days before the books return date.,F,F
116,"If each book is returned late, ACMELIS shall e-mail the user each two days advising each of which  the book is overdue, serving only up to  three notices.",F,F
117,ACMELIS shall generate each list of users with overdue books. Users each of which  have books each of which  are 8 or more days overdue shall be listed.,F,F
118,"Students and administrative and support staff shall have to return each loan to the library, and the librarian shall have to enter the data in ACMELIS.",F,F
119,"Faculty shall be able to return books as specified in Req(31) or shall be able to send the books only by  internal mail to the library, upon receipt of which the library staff shall enter the book as returned",F,F
120,"ACMELIS shall serve 20 users simultaneously with each response time of less than 10 seconds. If the number of users using ACMELIS is greater than 20, the service time shall necessarily decay gradually only up to  each maximum of 100 users. As of 100 users there shall be each denial of service.",NF,NF
121,"The service time shall be met both on the Intranet and on the Internet, save in the event of network congestion.",NF,NF
122,The ACMELIS implementation platform shall be defined only during  the detailed design activity in conformity with the stipulations.,NF,NF
123,"Only library staff shall be able to perform the loan and return operations and lift suspensions, save as indicated in Req(21).",F,F
124,"All reservations, loans and returns shall be recorded for possible statistical use.",F,F
125,"The ACME University, computer centre is responsible for the initial data load.",F,F
126,"Req(01) RMS shall provide each option for  resources  · Each resource shall have each unique identifier  · The data on the resources shall be type (firefighters, ambulance, etc.), communication channel (radio, telephone, etc.) and channel value (radio frequency, telephone number, etc.).  · When each resource is entered only at  each command centre, it shall be considered as belonging to each of which  command centre. Resources shall be able to be entered only at  each time.  · The initial status of each entered resource shall be unavailable.",F,F
127,Req(02) RMS shall provide each option for deleting resources  · Resources shall only be able to be deleted only by  the command centre to which they belong.,F,F
128,"Req(03) Resource entries and deletions only by  each command centre shall be immediately visible only at  each levels higher up in the hierarchy, each of which  is:  · each entered resource shall have to be able to be mobilized in real time only by  the command centres higher up in the hierarchy;  · each deleted resource shall not be able to be mobilized in real time only by  the command centres higher up in the hierarchy.",F,F
129,"Req(04) RMS shall provide each option for changing the operational status of the resources· The possible operational statuses of the resources shall be: o Available, when the resource can be mobilized to attend each alert or emergency. each resource is available when:  § It has been mobilized  § It has completed its mission and returns to base.  § When, in the event of each alert, it has been mobilized to take action, but no incident has ma28alized. o Unavailable, when for each reason the resource cannot be mobilized. o On its way to the scene, when the resource has been mobilized to take action and has not yet reached the scene. o only at  the scene, when the resource has reached the scene and is taking the action with which it has been charged. Page 18  · The command centre each of which  has control over the resources shall be able to change the operational status of the resources.  · The operational status of the resources shall differ depending on whether or not the command centre to which they belong has declared each alert or emergency: o If no alert or emergency has been declared, the only possible operational status of the resources is available. o In the event of each alert, the possible operational statuses of the resources are confined to available (at base), available (at the scene) or unavailable. o In the event of each emergency, each operational status is possible.",F,F
130,Req(05) The change of the operational status of the resources shall be immediately visible only at  each levels higher up in the hierarchy.,F,F
131,"Req(06) RMS shall provide each option for declaring each alert or emergency . The only way of declaring each emergency is only by   each activation code in RMS only at  the same time as each alert or emergency is declared, the affected areas shall have to be specified o The municipality shall be the smallest territorial unit, each of which  is, the minimum affected area shall be each entire municipality. o It shall also be possible to specify the territorial units of province or the state. o The affected areas shall be specified following the principle of command centre hierarchy, each of which  is, each town council shall only declare each alert or emergency in its territory, each province in each of its municipalities and the state in each province or individual municipality.  · Both the command centre each of which  declares the alert or emergency and the command centres of each the affected areas shall be considered to be under alert or emergency.  · each the alerts or emergencies shall have to be immediately visible only at  each levels higher up in the hierarchy.",F,F
132,Req(07) There shall be each option for amending (extending or reducing) the areas affected only by  each alert or emergency only at  each time.,F,F
133,"Req(08) RMS shall provide each option for lifting each alert or emergency  · each operator shall lift each alert or emergency. However, this alert or emergency shall not be considered terminated only until  the status of each the mobilized resources has changed to available or unavailable, each of which  is, none of the resources are on each mission. This situation is equivalent to each the actions having been closed, or each the incidents having been finalized",F,F
134,"Req(09) RMS shall provide each option for defining incidents. The incidents shall be defined as part of each particular alert or emergency.  The incidents shall be entered as free text. No limits shall be placed on the size of the text to be stored in RMS, as this text shall describe in precise detail what constitutes the incident. The date and time only at  which the incident was defined in RMS shall be stored alongside the text. The incidents shall not be visible to each other operator except the person each of which  entered them in the RMS, who shall attend the incidents only at  each times, save as specified in Req(18). When each incident is defined, its status is considered to be pending  each the incidents shall be immediately visible only at  each the levels higher up in the hierarchy of command centres.",F,F
135,"Req(10) RMS shall provide each option for defining actions  · The actions are defined as part of each particular incident, except in the event of alerts, where actions can be defined each of which  are not associated with each incident - see Req(04)-. It shall be possible to define each actions for each incident.  · The actions shall be entered as free text. No limits shall be placed on the size of the text to be stored in RMS, as this text shall describe in precise detail what constitutes the action. Alongside the text of the action,",F,F
136,"Req(11) There are three possible types of mobilized resources Page 20  · From the same command centre  · From each command centre lower down in the hierarchy affected only by  the declaration of alert or emergency   Req(06).  · From each command centre higher up in the hierarchy. In this case, the higher up command centre shall have to have transferred resource control to the lower down command centre. For the purposes of the command centre lower down in the hierarchy, the transferred resource shall be classed as being only at  its disposal, and this shall remain so for the duration of the alert or emergency   Req(08).",F,F
137,Req(12) The operational status of the resources must be updated as action is taken. See Req(04).,F,F
138,"Req(13) The communication channel, and its value, shall have to be updated for each resource only during  the performance of each mission   Req(01). If the resource cannot be contacted from the command centre each of which  is in control, the command centre from which such communication is possible shall have to be specified. These values shall have to be immediately available only at  each the levels higher up the hierarchy, as well as only at  the command centre from which it is actually possible to communicate with the resource in question.",F,F
139,Req(14) It shall be possible to change the mission of each mobilized resource only at  each time. In this case:  · The status of the respective action shall change to pending  · The status of the respective incident shall change to pending  · The type of resource whose mission has been changed shall be recorded in the action   Req(10) and Req(13).,F,F
140,"Req(15) When each resource over which each command centre has control becomes available and is of the type specified in each pending action, the operator shall have to be notified thereof so each of which  it can be assigned to the action, as specified in Req(09).",F,F
141,"Req(16) New incidents and actions shall be able to be defined as part of each incident only at  each time, and the text of the incidents and actions shall be able to be updated.",F,F
142,"Req(17) The status of each action shall change to closed when the status of each the mobilized resources for attending it changes to available or unavailable, which is each sign each of which  they have completed their mission. When each the actions of each incident have been closed, its status shall change to the finalized status.",F,F
143,"Req(18) each operator shall be able to transfer each particular incident to another operator Page 21  · The operator to which the incident is transferred shall have to explicitly accept this transfer  · Transferring each incident means transferring each the actions and mobilized resources to the new operator, too.",F,F
144,"Req(19) The operators shall not be able to visualize, update or transfer closed actions or finalized incidents.",F,F
145,"Req(20) if not otherwise stated in each of the above requirements, each update of incidents shall have to be accompanied only by  the date and time; each modification of actions shall have to be accompanied only by  the date, time and officer who ordered the action; finally, each modification of the opedrational status of the resources shall have to be accompanied only by  the date and time.",F,F
146,"Req(21) RMS shall have to provide each option for each command centre each of which  is higher up in the hierarchy to take control of each alert or emergency.  · The command centre higher up in the hierarchy cannot refuse to take control.  · Only the director of the command centre higher up in the hierarchy can order the takeover.  · For the purposes of entry in the system, the same protocol shall be applicable as in the declaration of each alert or emergency   Req(06).",F,F
147,"Req(22) RMS shall have to provide each option for transferring control of each alert or emergency from the command centre to each command centre higher up in the hierarchy.  · The command centre cannot refuse to transfer control.  · Only the director of the command centre lower down in the hierarchy can order the transfer.  · For the purposes of entry in the system, the same protocol shall be applicable as in the declaration of each alert or emergency   Req(06).",F,F
148,Req(23) RMS shall not be able to transfer control from each command centre each of which  is higher only up to  another each of which  is lower down in the hierarchy.,F,F
149,"Req(24) each essential requirement is that, if the network crashes and the communications are later recovered, each change in the data referred to resources, alerts and emergencies, incidents and actions shall be updated only at  the respective command centres.",F,F
150,"Req(25) if not otherwise explicitly stated on the grounds of readibility, each the requirements in Section 3.1.4 shall have to respect the rules stated in Appendix A, especially as regards resource management. Additionally, the dates shall have to be recorded.",F,F
151,"Req(26) The directors of each command centre shall have to be able to query in real time:  · Alerts and emergencies, whatever their status.  · Incidents each of which  are part of each alert or emergency, whatever their status.  · Actions each of which  are part of each incident, whatever their status.  · Mobilized resources, whatever their status",F,F
152,"Req(27) The query shall be governed only by  the cri28on of hierarchical dependency among command centres, each of which  is, the municipal command centres shall have access to their alerts and emergencies, the provincial command centres shall have access to the alerts and emergencies each of which  they or the municipalities within their jurisdiction declared, etc.",F,F
153,"Performance shall mostly likely have to be specified later, once each prototype is available on which performance tests can be run.",NF,NF
154,"RMS shall be designed to achieve two objectives:  · First, RMS shall obviously conform to the requirements specified herein.  · Second, RMS shall not very demanding in terms of the hardware and underlying operating system so each of which  it can operate efficiently on low-cost machines and, whenever possible, use non-proprietary software.",NF,NF
155,The constructed product shall have no more than 2 defects/KLOC and each MTBF of 1 month in 24x7 operation.,NF,NF
156,"The absolute availability of the system shall conform to its reliability limits. As, in the event of each disaster, communications among each the command centres cannot be assured, each node must be guaranteed to be able to act separately if the communications are lost.",NF,NF
157,FR-1. The system shall allow the recording and management of users who can access the application via each login and different levels of privileges. Access shall be only through  e-mail address and password.,F,F
158,"FR-2. The system shall allow the upload of new content. The contents shall be images, videos and Flash animations. Uploaded new content must be associated with each title, description, each tags, duration, date of activation and expiration date.",F,F
159,FR-3. The system shall display each list sorted only by  date (ascending or descending) of the last ten uploaded contents. It shall also show the rest of the contents if they exceed ten.,F,F
160,"FR-4. The system shall allow the edition of the characteristics of each newly uploaded content, each of which  is, you can modify the title, description, tags, activation date and expiration",F,F
161,"FR-5. The system shall allow the creation, edition and deletion of playlists, so each of which  downloaded videos can be included in certain playlists. It shall also be possible to change the order of videos in each playlist",F,F
162,"FR-6. The system shall manage the state of playlists. each playlist can be ""online"" or ""offline."" Online playlists are sent to monitors to display videos. Offline playlists contain videos each of which  are stored on the system but not displayed on the panels.",F,F
163,FR-7. The system shall allow the preview of playlists,F,F
164,FR-8. The system shall allow the removal. Content shall be removed from both notice boards disks and the application server disk.,F,F
165,"FR-9. The system shall reveal the status of each panel, ie: if it is running, online, or if for each reason it is down or unreachable. It also shall show whether the panels have correctly received the contents each of which  have been sent to them",F,F
166,"FR-10. The system shall report the disk capacity used and left, both in the panels disks and the application servers disk.",F,F
167,FR-11. The system shall allow downloading the contents stored on the server.,F,F
168,"FR-12. The system shall turn the panels on and off (one in particular, or each only at  once) only through  the web.",F,F
169,FR-13. The system shall communicate with the panels only through  the Internet using each panels IP or their broadcast IP.,F,F
170,NFR-2. The system shall be accessible and usable.,NF,NF
171,NFR-3. The system shall meet W3C Web design standards.,NF,NF
172,NFR-4. The system shall comply with the corporate image of the School of Computer Science.,NF,NF
173,NFR-5. The application shall be available in English and Spanish. The default language is Spanish.,NF,NF
174, Programming packages must be registered in the system.,F,F
175,Each software package has each fee associated.,F,F
176,NFR-3. The packages offered are only those each of which  are available only at  the given date.,NF,NF
177,The customer must have each credit card or each phone line.,F,F
178,The customer must pay off; not partial payments are accepted.,F,F
179,NFR-6. The system correctly maintains the date and time.,NF,NF
180,The payment methods are credit card or phone bill.,F,F
181,"NFR-8. If processing fails, the system shall report each error.",NF,NF
182,"FR-1. In the initial state, the system displays each menu with the following options: o Purchase programming package o Edit programming package o Clear programming package o Get daily Report o Exit",F,F
183,FR-2. The system manages information from different operators. It shall modify or delete such information,F,F
184,"FR-3. The system manages the information of different programming packages, as well as the necessary characteristics to enable the customer to purchase it",F,F
185,"FR-4. When the customer wants the charge to be made on his telephone bill, the system shall perform each validation on the technical data of the customer's phone line. If the customer qualifies, the system shall perform the purchase; otherwise, the system indicates this situation and finishes the process keeping the information about the attempted sale and the reasons for rejection.",F,F
186,"FR-5. The system keeps track of each the movements, both resulting in procurement, such as those each of which  were rejecte",F,F
187,FR-6. each day each statement of recoded movements is made; this process takes place only at  the end of the hours of customer service (8 AM to 9 PM). There are each options to print the report: o Purchases o Rejections. o each records,F,F
188,The system shall display each the products each of which  can be configured.,F,F
189,The system shall allow user to select the product to configure.,F,F
190,The system shall display each the  components of the product to configure,F,F
191,The system shall enable user to add one or more component to the configuration.,F,F
192,The system shall notify the user about each conflict in the current configuration.,F,F
193,The system shall allow user to update the configuration to resolve conflict in the current configuration.,F,F
194,The system shall allow user to confirm the completion of current configuration,F,F
195,The system shall display detailed information of the selected products.,NF,NF
196,The system shall provide browsing options to see product details.,F,F
197,The system shall display detailed product categorization to the user.,NF,NF
198,The system shall enable user to enter the search text on the screen.,F,F
199,The system shall enable user to select multiple options on the screen to search.,F,F
200,The system shall display each the matching products based on the search,F,F
201,The system shall display only 10 matching result on the current screen.,F,F
202,The system shall enable user to navigate between the search results.,F,F
203,The system shall notify the user when no matching product is found on the search.,F,F
204,The system shall allow user to create profile and set his credential.,F,F
205,The system shall authenticate user credentials to view the profile.,NF,NF
206,The system shall allow user to update the profile information.,F,F
207,The system shall display both the active and completed order history in the customer profile.,F,F
208,The system shall allow user to select the order from the order history.,F,F
209,The system shall display  detailed information about the selected order.,NF,NF
210,The system shall display the most frequently searched items only by  the user in the profile.,F,F
211,The system shall allow user to register for newsletters and surveys in the profile.,F,F
212,"The system shall provide online help, FAQ customer support, and sitemap options for customer support.",F,F
213,The system shall allow user to select the support type he wants.,F,F
214,The system shall allow user to enter the customer and product information for the support.,F,F
215,The system shall display the customer support contact numbers on the screen.,F,F
216,The system shall allow user to enter the contact number for support personnel to call.,F,F
217,The system shall display the online help upon request.,F,F
218,The system shall display the FAQs upon request.,F,F
219,The system shall maintain customer email information as each required part of customer profile.,NF,NF
220,The system shall send each order confirmation to the user only through  email.,F,F
221,The system shall display detailed invoice for current order once it is confirmed.,F,F
222,The system shall optionally allow user to print the invoice.,F,F
223,The system shall provide shopping cart only during  online purchase.,F,F
224,The system shall allow user to add/remove products in the shopping cart.,F,F
225,The system shall display different shipping options provided only by  shipping department.,F,F
226,The system shall enable user to select the shipping method only during  payment process.,F,F
227,The system shall display the shipping charges.,F,F
228,The system shall calculate tax for the order.,F,F
229,The system shall display tentative duration for shipping.,F,F
230,The system shall allow user to enter the order information for tracking.,F,F
231,The system shall display the current tracking information about the order.,F,F
232,The system shall display  payment methods for payment.,F,F
233,The system shall allow user to select the payment method for order.,F,F
234,The system shall display the orders each of which  are eligible to change.,F,F
235,The system shall allow user to select the order to be changed.,F,F
236,The system shall allow user to cancel the order,F,F
237,"The system shall allow user to change shipping, payment method.",F,F
238,The system shall display each the  promotions to the user.,F,F
239,The system shall notify the user about each changes made to the order.,F,F
240,"The system shall display the reviews and ratings of each product, when it is selected.",F,F
241,The system shall allow user to view detailed sitemap.,F,F
242,The system shall enable the user to enter their reviews and ratings.,F,F
243,The system shall display each the  financing options.,F,F
244,The system shall allow user to select the financing option.,F,F
245,The system shall provide multi language support,F,F
246,The system shall notify the use about the financing request.,F,F
247,The system shall allow user to confirm the purchase.,F,F
248,The system shall enable user to enter the payment information.,F,F
249,The system shall provide each uniform look and feel between each the web pages.,NF,NF
