id,text,is_ambiguous,ambiguity_type,ambiguous_words,source
space#11,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",True,referential,,ReqEval_NLP4RE_2020
space#12,Messages are addressed with a global unique communication identifier that routes them to the appropriate virtual group (VG) and socket.,False,none,,ReqEval_NLP4RE_2020
space#13,This restriction does NOT apply to the ICPs since they are running as simplex VGs.,False,none,,ReqEval_NLP4RE_2020
space#14,The FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it is detected.,True,referential,,ReqEval_NLP4RE_2020
space#15,Synchronous message passing sockets shall queue outgoing messages until they are transmitted at frame boundaries.,True,referential,,ReqEval_NLP4RE_2020
space#16,"Pipes may be opened by multiple receiving tasks if they are created with the broadcast"" capability; otherwise they may only be opened by one receiving task.""",True,referential,,ReqEval_NLP4RE_2020
space#17,"Communication services shall provide the capability to create pipe""s which ""broadcast"" their messages to all virtual groups.""",True,referential,,ReqEval_NLP4RE_2020
space#18,"If the broadcast option is used, each virtual group should open the pipe and read from it to avoid flow control problems.",True,referential,,ReqEval_NLP4RE_2020
space#19,The application software shall have the capability to reset a permanently failed channel to its initial recovery state.,True,referential,,ReqEval_NLP4RE_2020
space#20,Redundancy Management picks up where it left off in these attempts.,False,none,,ReqEval_NLP4RE_2020
diagnostic#01,"The absolute time of input will be associated with each sensed data item for its complete lifecycle, including permanent storage.",True,referential,,ReqEval_NLP4RE_2020
diagnostic#02,Each sensed data item will be qualified as to its certitude during the acquisition process.,False,none,,ReqEval_NLP4RE_2020
diagnostic#03,Sensed data input to the tool shall be validated with respect to its expected range of values.,False,none,,ReqEval_NLP4RE_2020
diagnostic#04,"The faults identified and their causes and sources, shall be saved to permanent storage for subsequent analysis.",False,none,,ReqEval_NLP4RE_2020
diagnostic#05,"The tool shall monitor the unit under diagnosis, either in real time or batch mode, for an indefinite period of time or until input data are no longer available, and log diagnostic results as they are determined.",True,referential,,ReqEval_NLP4RE_2020
diagnostic#06,"Selecting the “Configure Diagnostics” menu item of the main menu entitled “File” shall display the configuration window, making it the current window, modal to the main window.",True,referential,,ReqEval_NLP4RE_2020
diagnostic#07,Entering a file name shall cause the permanent storage of the modified parameters and their immediate use by the diagnostic operations after confirmatory responses by the user.,False,none,,ReqEval_NLP4RE_2020
diagnostic#08,"If the user does not confirm the request to save, it will not be performed.",False,none,,ReqEval_NLP4RE_2020
diagnostic#09,"If the user does not confirm the request to relay the modified parameters to the diagnostic processing immediately, it will not be performed.",True,referential,,ReqEval_NLP4RE_2020
diagnostic#10,"The subsystems window, condition window, and diagnostic information window shall display a title that indicates its specific location or absolute path in the navigation hierarchy of windows.",True,referential,,ReqEval_NLP4RE_2020
diagnostic#11,This set(s) of indicators shall summarize diagnostic indicators not currently appearing on the list above (below) it.,True,referential,,ReqEval_NLP4RE_2020
diagnostic#12,An indicator in the summary set shall be active if any similar indicator not appearing above (or below) it is active.,True,referential,,ReqEval_NLP4RE_2020
diagnostic#13,The third window in the hierarchy is the subsystems window and it can only be displayed by a user selection on the main window.,False,none,,ReqEval_NLP4RE_2020
diagnostic#14,The fourth window in the hierarchy is the condition window and it can only be displayed by a user selection on the subsystems window.,False,none,,ReqEval_NLP4RE_2020
diagnostic#15,This window can only be displayed by a user selection on the condition window or by a user selection on the diagnostic history window if it is displayed.,True,referential,,ReqEval_NLP4RE_2020
library#26-0,"In addition, some publishers may only allow their material to be served up through NLM’s system at a certain interval after its publication.",False,none,,ReqEval_NLP4RE_2020
library#26-1,"In addition, some publishers may only allow their material to be served up through NLM’s system at a certain interval after its publication.",True,referential,,ReqEval_NLP4RE_2020
library#27,The Archival Information Update function in Administration also submits dissemination requests to obtain DIPs needed to perform its update functions.,True,referential,,ReqEval_NLP4RE_2020
library#28,"During the development of the functional requirements for the NLM Digital Repository, it has become apparent that NLM will have several repositories – LocatorPlus, PubMed Central (covering journals), and the digital repository currently under investigation.",True,referential,,ReqEval_NLP4RE_2020
library#29,"It is possible that the initial NLM Repository may be composed of more than one electronic storage facility, especially in the early development of the repository.",True,referential,,ReqEval_NLP4RE_2020
library#30,"The NLM System Administration/Programming Access: Provides an NLM Administrative/Programming Level, ultimate rights to the system, required for its management, development, and for assigning appropriate rights to users.",True,referential,,ReqEval_NLP4RE_2020
library#31,"Access rights and conditions to materials and the directories/folders in which they are kept must provide for one or more of the following basic privileges, either alone or in combination:• Create/Write access• Edit access• Read access• Delete access.",True,referential,,ReqEval_NLP4RE_2020
library#32,Both an object and its related metadata may be embargoed in terms of public access.,False,none,,ReqEval_NLP4RE_2020
library#33,Access rights and conditions of use will be held for each digital object and its related metadata.,False,none,,ReqEval_NLP4RE_2020
library#34,"System must have the ability to search and display metadata, preferably in a user-conformable, human readable display as well as in its native format for machine harvesting and manipulation.",True,referential,,ReqEval_NLP4RE_2020
weather#21,The Clarus program shall maintain information about requestors and their access to data and information.,False,none,,ReqEval_NLP4RE_2020
weather#22,The Clarus program shall operate the Clarus system according to its published IT Security Plan.,True,referential,,ReqEval_NLP4RE_2020
weather#23,The QChS shall be able to use historical environmental data in their quality checking algorithms.,True,referential,,ReqEval_NLP4RE_2020
weather#24,The QChS shall be implemented to quality check new observation types as they become available.,True,referential,,ReqEval_NLP4RE_2020
weather#25,The Clarus system shall process data as they are received.,False,none,,ReqEval_NLP4RE_2020
weather#26,The QChS shall apply quality flags to data as they are received.,True,referential,,ReqEval_NLP4RE_2020
weather#27,The SS shall record when it initiates actions.,False,none,,ReqEval_NLP4RE_2020
weather#28,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,True,referential,,ReqEval_NLP4RE_2020
archive#01,"It shall be possible to request that automatically generated migration metadata be stored in the converted iles (e.g., OS/Kernel type, original ARC name, ARC size, ARC digests, conversion timestamp, ARC record offset, ...).",False,none,,ReqEval_NLP4RE_2020
archive#02-0,The IIPC members should provide us with the default METADATA they want to be included for migration.,True,referential,,ReqEval_NLP4RE_2020
archive#02-1,The IIPC members should provide us with the default METADATA they want to be included for migration.,False,none,,ReqEval_NLP4RE_2020
archive#03,"Software checkpoints (such as start-trans, end-trans) may be added during processing for managing atomic transactions (e.g., operations on a ile, these must start and complete to be accepted in the migration), except where operating system limitations would prohibit it.",True,referential,,ReqEval_NLP4RE_2020
archive#04,It shall be possible to perform a “dry-run migration”.,False,none,,ReqEval_NLP4RE_2020
archive#05,"To validate that the migration succeeded, arc_warc_verify will use the METADATA included in the newly generated WARC iles to match records with their corresponding ARC iles (see FR4, and FR5).",True,referential,,ReqEval_NLP4RE_2020
archive#06,Enhance the WARC browser to display aggregated WARCs summaries in its UI.,False,none,,ReqEval_NLP4RE_2020
archive#07,Enhance the WARC browser to display a manifest of WARC iles and their locations.,False,none,,ReqEval_NLP4RE_2020
railway#63,"As a train approaches the limits of the coverage of the PLMN it is registered with, it will be necessary for it to register with the next PLMN providing coverage.",True,referential,,ReqEval_NLP4RE_2020
railway#64,Each type of equipment has slightly different requirements placed upon it in terms of EMC and climate.,False,none,,ReqEval_NLP4RE_2020
railway#65,"Where other data interfaces are implemented, they should be of the RS422 standard.",False,none,,ReqEval_NLP4RE_2020
railway#66,"Upon switch on, once the radio is connected to a mobile network, it shall be able to receive all calls made using the MSISDN or appropriate group call number.",True,referential,,ReqEval_NLP4RE_2020
railway#67,"In addition, the Operational radio is specified to allow its use in the operating environment experienced on the operational railway (eg shunting and maintenance), with the specifications in this section taking priority over those in section 4 where any discrepancy is identified.",False,none,,ReqEval_NLP4RE_2020
railway#68,The SIM cards shall be fixed into the radio such that they can only be removed by the use of a tool.,False,none,,ReqEval_NLP4RE_2020
railway#69,"A group call controller who wishes to start talking (except in the case of an originator, a joiner or a re-joiner speaking for the first time5) shall indicate his wish, for example by pressing the PTT button, whereupon the 3-digit DTMF sequence “###” shall be transferred.",True,referential,,ReqEval_NLP4RE_2020
railway#70,The terminal of the controller should receive a single DTMF grant tone “#” of duration 100ms  5ms sent by the network if it has detected the 3-digit DTMF sequence “###” and if the controller was not previously talking.,True,referential,,ReqEval_NLP4RE_2020
railway#71,"Any group call controller who wishes to stop talking shall indicate his wish, for example by releasing the PTT button, whereupon the 3-digit DTMF sequence “#**” shall be transferred.",False,none,,ReqEval_NLP4RE_2020
railway#72,"All Train Function Numbers and their associated MSISDN numbers shall be stored in the same routing database, which is the database of the GSM-R network in which the train is currently operating.",False,none,,ReqEval_NLP4RE_2020
railway#73,"If functional numbers are to be used outside the EIRENE network, they will require either a public number allocation or, alternatively, an EIRENE Network Access Number (ENAN) may be used as described in 9.11 9.3.3 Each national railway should obtain a public numbering allocation for MSISDN numbers from the relevant regulatory bodies.",False,none,,ReqEval_NLP4RE_2020
railway#74-0,It is the responsibility of each individual GSM-R operator to acquire a public domain NDC from their national telecommunications regulator.,True,referential,,ReqEval_NLP4RE_2020
railway#74-1,It is the responsibility of each individual GSM-R operator to acquire a public domain NDC from their national telecommunications regulator.,False,none,,ReqEval_NLP4RE_2020
railway#75,Mobiles shall be capable of operation using algorithms for all countries in which they need to roam.,True,referential,,ReqEval_NLP4RE_2020
railway#76,"Functional numbering provides the mechanism by which a mobile terminal, or an item of equipment connected to a mobile terminal, can be addressed by a number identifying the function for which it is being used.",True,referential,,ReqEval_NLP4RE_2020
railway#77,"For international Railway emergency calls, in order to minimise call set-up times, it is recommended that the anchor MSC always directly controls the cell where the Railway emergency call was originated.",True,referential,,ReqEval_NLP4RE_2020
railway#78,Each mobile shall store a list of emergency Group IDs in the SIM appropriate to its function (the Cab radio will store Group ID 299 and 599 - see table 9-8).,True,referential,,ReqEval_NLP4RE_2020
railway#79,"For post-incident analysis it is important that the initiation and receipt of Railway emergency calls by mobiles is confirmed by a message sent to a ground-based location (and also registered in the train borne recorder, in cases where a train borne recorder is connected to the Cab radio).",True,referential,,ReqEval_NLP4RE_2020
railway#80,The common shunting group provides a point of contact for leaders and team members to set up a dedicated shunting group call for their shunting operation.,True,referential,,ReqEval_NLP4RE_2020
